ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1333	"ENSG00000243649.4"	"CFB"	chr6	+	31915578	31915746	31915578	31915620	31915721	31915746	1333	21,4	383,181	9,4	666,446	197	99	0.000809580236035	0.127313020989	0.027,0.011	0.007,0.004	0.013
364	"ENSG00000213983.7"	"AP1G2"	chr14	-	24031170	24031624	24031170	24031275	24031496	24031624	364	373,110	188,81	174,115	182,120	197	99	0.000883751040049	0.134633947507	0.499,0.406	0.325,0.325	0.128
7055	"ENSG00000067064.6"	"IDI1"	chr10	-	1089240	1090111	1089240	1089333	1089938	1090111	7055	26,9	330,634	28,18	298,242	197	99	0.00105517056524	0.155877469865	0.038,0.007	0.045,0.036	-0.018
6737	"ENSG00000068120.10"	"COASY"	chr17	+	40714168	40714505	40714168	40714237	40714373	40714505	6737	547,267	10,25	538,394	8,5	197	99	0.00113117055832	0.161131352715	0.965,0.843	0.971,0.975	-0.069
7008	"ENSG00000242372.2"	"EIF6"	chr20	-	33871978	33872295	33871978	33872064	33872183	33872295	7008	34,66	560,599	24,16	533,418	197	99	0.00115684048103	0.161131352715	0.03,0.052	0.022,0.019	0.02
1889	"ENSG00000118137.5"	"APOA1"	chr11	-	116708060	116708330	116708060	116708123	116708234	116708330	1889	1133,468	4,3	528,316	10,6	197	99	0.00121727618033	0.164839482753	0.993,0.987	0.964,0.964	0.026
368	"ENSG00000213983.7"	"AP1G2"	chr14	-	24032588	24032847	24032588	24032711	24032792	24032847	368	157,61	244,94	88,53	223,149	179	99	0.0014754287073	0.1943977013	0.262,0.264	0.179,0.164	0.092
5802	"ENSG00000129084.13"	"PSMA1"	chr11	-	14535362	14536037	14535362	14535433	14535948	14536037	5802	112,117	202,370	68,49	261,231	197	99	0.00155951119469	0.200068870371	0.218,0.137	0.116,0.096	0.071
2069	"ENSG00000260669.2"	"AL136419.6"	chr14	-	24684757	24685003	24684757	24684868	24684942	24685003	2069	32,23	21,14	19,13	30,27	172	99	0.00170254425043	0.212818031304	0.467,0.486	0.267,0.217	0.235
1336	"ENSG00000243649.4"	"CFB"	chr6	+	31912561	31912806	31912561	31912630	31912756	31912806	1336	25,3	229,84	4,7	162,240	197	99	0.00187718307442	0.228781687195	0.052,0.018	0.012,0.014	0.022
877	"ENSG00000115548.12"	"KDM3A"	chr2	+	86704999	86705388	86704999	86705152	86705292	86705388	877	1,2	33,1	0,0	76,81	197	99	0.00198624513236	0.236169390738	0.015,0.501	0.0,0.0	0.258
1807	"ENSG00000105707.9"	"HPN"	chr19	+	35550576	35550900	35550576	35550706	35550777	35550900	1807	0,0	182,1	8,5	120,67	169	99	0.00205811457953	0.23888829941	0.0,0.0	0.038,0.042	-0.04
6609	"ENSG00000196531.6"	"NACA"	chr12	-	57106223	57106692	57106223	57106336	57106569	57106692	6609	32,15	303,317	12,10	359,334	197	99	0.00219633560736	0.249003164788	0.05,0.023	0.017,0.015	0.021
4138	"ENSG00000103168.12"	"TAF1C"	chr16	-	84215351	84215664	84215351	84215469	84215547	84215664	4138	49,22	26,11	21,13	28,19	176	99	0.00266996194331	0.295819647128	0.515,0.529	0.297,0.278	0.235
592	"ENSG00000126522.12"	"ASL"	chr7	+	65554077	65554322	65554077	65554162	65554262	65554322	592	3,18	107,98	7,4	190,151	197	99	0.00334929742876	0.358713260256	0.014,0.085	0.018,0.013	0.034
6420	"ENSG00000117616.13"	"C1orf63"	chr1	-	25570040	25571792	25570040	25570124	25571640	25571792	6420	36,13	19,10	38,30	7,5	197	99	0.00338478153267	0.358713260256	0.488,0.395	0.732,0.751	-0.3
2164	"ENSG00000108654.7"	"DDX5"	chr17	-	62498279	62498667	62498279	62498341	62498556	62498667	2164	82,46	882,953	87,58	738,556	197	99	0.00346874277329	0.359789808932	0.045,0.024	0.056,0.05	-0.019
4321	"ENSG00000105426.10"	"PTPRS"	chr19	-	5218430	5219478	5218430	5218543	5219320	5219478	4321	16,11	120,55	23,17	65,45	197	99	0.00400500480568	0.377323417811	0.063,0.091	0.151,0.16	-0.079
5071	"ENSG00000099901.12"	"RANBP1"	chr22	+	20113825	20114704	20113825	20113891	20114474	20114704	5071	13,5	253,497	19,14	261,280	197	99	0.00380059938725	0.377323417811	0.025,0.005	0.035,0.025	-0.015
5537	"ENSG00000186204.10"	"CYP4F12"	chr19	+	15794302	15795692	15794302	15794573	15795625	15795692	5537	10,57	10,82	15,8	51,27	197	99	0.00402478312332	0.377323417811	0.334,0.259	0.129,0.13	0.167
5692	"ENSG00000060138.8"	"YBX3"	chr12	-	10862506	10865932	10862506	10862713	10865809	10865932	5692	43,15	41,5	28,26	65,54	197	99	0.00372918155195	0.377323417811	0.345,0.601	0.178,0.195	0.286
7487	"ENSG00000204469.8"	"PRRC2A"	chr6	+	31603358	31603826	31603358	31603526	31603743	31603826	7487	29,4	343,285	7,5	365,285	197	99	0.00393192980237	0.377323417811	0.041,0.007	0.01,0.009	0.015
2028	"ENSG00000179632.5"	"MAF1"	chr8	+	145161245	145161577	145161245	145161367	145161457	145161577	2028	53,18	209,186	19,17	216,192	188	99	0.00442867303461	0.392541473522	0.118,0.048	0.044,0.045	0.038
2633	"ENSG00000120708.12"	"TGFBI"	chr5	+	135382023	135382704	135382023	135382184	135382539	135382704	2633	80,29	255,232	59,40	477,305	197	99	0.00429409984743	0.392541473522	0.136,0.059	0.059,0.062	0.037
4627	"ENSG00000105221.12"	"AKT2"	chr19	-	40742163	40743998	40742163	40742292	40743875	40743998	4627	19,8	106,72	8,5	137,107	197	99	0.00436839914158	0.392541473522	0.083,0.053	0.029,0.023	0.042
4878	"ENSG00000213928.4"	"IRF9"	chr14	+	24633271	24634164	24633271	24633343	24633822	24634164	4878	37,22	20,7	22,12	31,13	197	99	0.00460184604978	0.393578938468	0.482,0.612	0.263,0.317	0.257
658	"ENSG00000140983.9"	"RHOT2"	chr16	+	722253	722825	722253	722566	722702	722825	658	26,7	57,25	6,3	46,30	197	99	0.00458530328048	0.393578938468	0.186,0.123	0.062,0.048	0.1
2388	"ENSG00000134107.4"	"BHLHE40"	chr3	+	5021646	5022093	5021646	5021716	5021985	5022093	2388	7,4	139,18	5,3	215,204	197	99	0.00486315984637	0.401828885611	0.025,0.1	0.012,0.007	0.053
4602	"ENSG00000057593.9"	"F7"	chr13	+	113768065	113768265	113768065	113768090	113768160	113768265	4602	15,8	1,0	4,3	4,3	168	99	0.00484449165453	0.401828885611	0.898,1.0	0.371,0.371	0.578
1853	"ENSG00000225177.1"	"RP11-390P2.4"	chr6	+	139017733	139018425	139017733	139017892	139018039	139018425	1853	19,5	0,1	8,6	8,5	197	99	0.00509005468211	0.413566942921	1.0,0.715	0.334,0.376	0.502
378	"ENSG00000141522.7"	"ARHGDIA"	chr17	-	79827205	79827501	79827205	79827282	79827417	79827501	378	29,14	293,139	5,4	161,112	197	99	0.00529419493635	0.423101644503	0.047,0.048	0.015,0.018	0.031
104	"ENSG00000118515.7"	"SGK1"	chr6	-	134491963	134492316	134491963	134492053	134492160	134492316	104	18,6	105,63	20,14	58,43	197	99	0.00556855882516	0.431103832115	0.079,0.046	0.148,0.141	-0.082
5378	"ENSG00000196352.9"	"CD55"	chr1	+	207510037	207510754	207510037	207510163	207510673	207510754	5378	17,12	140,51	4,5	104,80	197	99	0.00557118798425	0.431103832115	0.058,0.106	0.019,0.03	0.058
1015	"ENSG00000233927.4"	"RPS28"	chr19	+	8386539	8386975	8386539	8386587	8386836	8386975	1015	62,19	1618,890	27,17	1526,1107	197	99	0.00609380110953	0.439027457779	0.019,0.011	0.009,0.008	0.006
1031	"ENSG00000164062.8"	"APEH"	chr3	+	49713488	49713948	49713488	49713652	49713810	49713948	1031	22,7	182,201	9,5	266,217	197	99	0.00586765255696	0.439027457779	0.057,0.017	0.017,0.011	0.023
2629	"ENSG00000130305.12"	"NSUN5"	chr7	-	72717226	72717737	72717226	72717526	72717596	72717737	2629	7,10	85,61	15,9	49,28	168	99	0.00621392709472	0.439027457779	0.046,0.088	0.153,0.159	-0.089
3216	"ENSG00000167792.7"	"NDUFV1"	chr11	+	67375870	67376193	67375870	67375949	67376022	67376193	3216	17,35	252,157	12,8	198,154	171	99	0.00616448329592	0.439027457779	0.038,0.114	0.034,0.029	0.044
4122	"ENSG00000161016.11"	"RPL8"	chr8	-	146016661	146016880	146016661	146016692	146016755	146016880	4122	1903,2083	154,99	2413,1939	215,179	161	99	0.00600492955641	0.439027457779	0.884,0.928	0.873,0.869	0.035
6057	"ENSG00000065361.10"	"ERBB3"	chr12	+	56492283	56492689	56492283	56492359	56492542	56492689	6057	33,19	129,103	29,24	222,228	197	99	0.005879335333	0.439027457779	0.114,0.085	0.062,0.05	0.044
5893	"ENSG00000229117.4"	"RPL41"	chr12	+	56510416	56510647	56510416	56510443	56510558	56510647	5893	533,180	2588,7376	143,175	2580,3533	197	99	0.00655827923092	0.456737303582	0.094,0.012	0.027,0.024	0.027
1538	"ENSG00000015479.13"	"MATR3"	chr5	+	138650363	138651877	138650363	138650425	138651764	138651877	1538	15,27	14,75	17,11	9,7	197	99	0.00734446535293	0.490448198809	0.35,0.153	0.487,0.441	-0.212
4426	"ENSG00000090581.5"	"GNPTG"	chr16	+	1412206	1412743	1412206	1412535	1412611	1412743	4426	14,6	118,41	5,4	142,82	174	99	0.00754535690475	0.490448198809	0.063,0.077	0.02,0.027	0.047
7410	"ENSG00000130175.5"	"PRKCSH"	chr19	+	11546565	11547017	11546565	11546771	11546861	11547017	7410	31,38	3,0	23,15	6,5	188	99	0.00725920710211	0.490448198809	0.845,1.0	0.669,0.612	0.282
7587	"ENSG00000100911.9"	"PSME2"	chr14	-	24614918	24615449	24614918	24614981	24615416	24615449	7587	383,201	694,1487	311,200	622,457	197	99	0.0073675681872	0.490448198809	0.217,0.064	0.201,0.18	-0.05
786	"ENSG00000085662.9"	"AKR1B1"	chr7	-	134132049	134132813	134132049	134132133	134132731	134132813	786	31,3	121,173	34,23	130,109	197	99	0.00745104322706	0.490448198809	0.114,0.009	0.116,0.096	-0.045
5019	"ENSG00000185088.8"	"RPS27L"	chr15	-	63446051	63447930	63446051	63446259	63447819	63447930	5019	23,7	542,1007	16,14	397,320	197	99	0.00767673960484	0.492422441758	0.021,0.003	0.02,0.022	-0.009
4565	"ENSG00000166986.8"	"MARS"	chr12	+	57905790	57906136	57905790	57905886	57906018	57906136	4565	39,9	124,30	13,7	87,61	197	99	0.0079829502721	0.501678174789	0.136,0.131	0.07,0.055	0.071
7017	"ENSG00000215021.4"	"PHB2"	chr12	-	7079358	7079808	7079358	7079443	7079579	7079808	7017	7,15	168,165	5,3	221,162	197	99	0.00802685079662	0.501678174789	0.021,0.044	0.011,0.009	0.023
5187	"ENSG00000234741.3"	"GAS5"	chr1	-	173833394	173834420	173833394	173833842	173834366	173834420	5187	93,69	396,262	111,99	300,262	197	99	0.00841880982599	0.514677969285	0.106,0.117	0.157,0.16	-0.047
5899	"ENSG00000166012.10"	"TAF1D"	chr11	-	93463842	93464382	93463842	93463878	93464315	93464382	5899	33,87	155,187	36,27	167,165	197	99	0.00844599744468	0.514677969285	0.097,0.189	0.098,0.076	0.056
7670	"ENSG00000141738.9"	"GRB7"	chr17	+	37898818	37899307	37898818	37898969	37899150	37899307	7670	56,25	31,13	35,24	38,29	197	99	0.00867120324498	0.521877973078	0.476,0.491	0.316,0.294	0.178
4737	"ENSG00000173113.2"	"TRMT112"	chr11	-	64084162	64084619	64084162	64084440	64084529	64084619	4737	36,12	261,475	10,7	302,272	187	99	0.00880887455149	0.523698334616	0.068,0.013	0.017,0.013	0.026
5799	"ENSG00000111229.11"	"ARPC3"	chr12	-	110873914	110874488	110873914	110874009	110874361	110874488	5799	22,12	672,1192	20,16	600,364	197	99	0.00897174122526	0.526954680399	0.016,0.005	0.016,0.022	-0.008
2212	"ENSG00000120314.14"	"WDR55"	chr5	+	140047818	140048087	140047818	140047919	140047999	140048087	2212	22,23	19,14	12,8	23,17	178	99	0.00948130385222	0.537457631158	0.392,0.477	0.225,0.207	0.218
2623	"ENSG00000169592.10"	"INO80E"	chr16	+	30007564	30007938	30007564	30007712	30007867	30007938	2623	28,24	148,105	11,6	108,82	197	99	0.00927050882097	0.537457631158	0.087,0.103	0.049,0.035	0.053
2905	"ENSG00000072778.15"	"ACADVL"	chr17	+	7123440	7123995	7123440	7123516	7123922	7123995	2905	8,12	3,8	25,14	2,1	197	99	0.00945406196926	0.537457631158	0.573,0.43	0.863,0.876	-0.368
4026	"ENSG00000164054.11"	"SHISA5"	chr3	-	48509274	48510972	48509274	48510585	48510759	48510972	4026	26,7	224,57	6,4	152,84	197	99	0.0102101842663	0.569048969437	0.055,0.058	0.019,0.023	0.036
4788	"ENSG00000123737.8"	"EXOSC9"	chr4	+	122735020	122737602	122735020	122735202	122737523	122737602	4788	11,15	25,19	9,7	37,38	197	99	0.0102720634483	0.569048969437	0.181,0.284	0.109,0.085	0.135
55	"ENSG00000111674.4"	"ENO2"	chr12	+	7025834	7026271	7025834	7025893	7026201	7026271	55	42,17	81,69	105,96	166,128	197	99	0.0111049724075	0.608277982995	0.207,0.11	0.241,0.274	-0.099
4836	"ENSG00000107551.16"	"RASSF4"	chr10	+	45465612	45467296	45465612	45465712	45467220	45467296	4836	59,34	104,195	67,49	104,92	197	99	0.0114517650271	0.613487412166	0.222,0.081	0.245,0.211	-0.076
5471	"ENSG00000164068.11"	"RNF123"	chr3	+	49758232	49758538	49758232	49758327	49758452	49758538	5471	26,14	141,58	8,7	111,67	197	99	0.0113791874379	0.613487412166	0.085,0.108	0.035,0.05	0.054
2385	"ENSG00000266964.1"	"FXYD1"	chr19	+	35632035	35632476	35632035	35632110	35632439	35632476	2385	13,3	20,0	11,7	90,73	197	99	0.0117171172493	0.620879854243	0.246,1.0	0.058,0.046	0.571
360	"ENSG00000213983.7"	"AP1G2"	chr14	-	24032924	24033430	24032924	24033065	24033254	24033430	360	216,90	104,38	140,88	98,66	197	99	0.0122487992174	0.639655458353	0.511,0.543	0.418,0.401	0.118
4379	"ENSG00000170608.2"	"FOXA3"	chr19	+	46375332	46375667	46375332	46375535	46375656	46375667	4379	36,2	0,1	22,13	1,0	197	99	0.0123338693508	0.639655458353	1.0,0.501	0.917,1.0	-0.208
2435	"ENSG00000100813.10"	"ACIN1"	chr14	-	23532248	23532786	23532248	23532274	23532644	23532786	2435	208,212	11,10	150,108	1,1	197	99	0.0129047560276	0.644252442758	0.905,0.914	0.987,0.982	-0.075
3494	"ENSG00000140400.10"	"MAN2C1"	chr15	-	75651399	75651766	75651399	75651494	75651668	75651766	3494	110,55	4,10	61,40	15,11	197	99	0.0142726695011	0.644252442758	0.933,0.734	0.671,0.646	0.175
4228	"ENSG00000132522.11"	"GPS2"	chr17	-	7216886	7217307	7216886	7217040	7217224	7217307	4228	62,102	87,99	46,31	81,68	197	99	0.0135509230511	0.644252442758	0.264,0.341	0.222,0.186	0.098
4673	"ENSG00000099949.14"	"LZTR1"	chr22	+	21350251	21351090	21350251	21350401	21350984	21351090	4673	28,13	23,37	8,5	39,24	197	99	0.0132740242838	0.644252442758	0.38,0.15	0.093,0.095	0.171
4816	"ENSG00000173020.6"	"ADRBK1"	chr11	+	67049292	67050013	67049292	67049423	67049741	67050013	4816	27,5	84,34	5,4	58,40	197	99	0.0134461598166	0.644252442758	0.139,0.069	0.042,0.048	0.059
5039	"ENSG00000135452.5"	"TSPAN31"	chr12	+	58139958	58140503	58139958	58140039	58140371	58140503	5039	8,4	6,9	4,2	22,16	197	99	0.0135230347029	0.644252442758	0.401,0.183	0.084,0.059	0.221
5445	"ENSG00000038358.10"	"EDC4"	chr16	+	67915570	67916012	67915570	67915748	67915856	67916012	5445	92,46	26,21	43,34	34,21	197	99	0.0139946490029	0.644252442758	0.64,0.524	0.389,0.449	0.163
5872	"ENSG00000162191.9"	"UBXN1"	chr11	-	62443969	62444477	62443969	62444111	62444284	62444477	5872	23,8	61,23	9,5	56,40	197	99	0.014049115575	0.644252442758	0.159,0.149	0.075,0.059	0.087
5897	"ENSG00000142208.11"	"AKT1"	chr14	-	105239214	105239716	105239214	105239429	105239587	105239716	5897	8,8	191,102	4,1	186,147	197	99	0.0140827155203	0.644252442758	0.021,0.038	0.011,0.003	0.022
7034	"ENSG00000100949.10"	"RABGGTA"	chr14	-	24737719	24738032	24737719	24737825	24737930	24738032	7034	55,32	84,100	26,14	98,66	197	99	0.0142282175992	0.644252442758	0.248,0.139	0.118,0.096	0.087
7110	"ENSG00000008517.12"	"IL32"	chr16	+	3118990	3119552	3118990	3119110	3119281	3119552	7110	909,1082	19,29	923,542	40,21	197	99	0.0137292900876	0.644252442758	0.96,0.949	0.921,0.928	0.03
7260	"ENSG00000140990.10"	"NDUFB10"	chr16	+	2011497	2011976	2011497	2011637	2011797	2011976	7260	79,73	104,155	51,43	141,119	197	99	0.0132436897321	0.644252442758	0.276,0.191	0.154,0.154	0.08
7514	"ENSG00000167468.12"	"GPX4"	chr19	+	1105656	1106265	1105656	1105808	1106240	1106265	7514	23,55	634,520	35,24	803,647	197	99	0.0129014484933	0.644252442758	0.018,0.05	0.021,0.018	0.015
813	"ENSG00000241370.1"	"RPP21"	chr6	+	30312935	30313175	30312935	30313005	30313074	30313175	813	55,23	92,55	19,9	63,44	167	99	0.0131591500593	0.644252442758	0.262,0.199	0.152,0.108	0.101
2089	"ENSG00000099624.3"	"ATP5D"	chr19	+	1244313	1244824	1244313	1244439	1244735	1244824	2089	82,37	44,20	55,38	56,34	197	99	0.0148904363911	0.653971868528	0.484,0.482	0.33,0.36	0.138
2890	"ENSG00000198925.6"	"ATG9A"	chr2	-	220081085	220081554	220081085	220081187	220081373	220081554	2890	38,33	43,63	28,22	78,63	197	99	0.0146734508685	0.653971868528	0.308,0.208	0.153,0.149	0.107
3957	"ENSG00000183010.12"	"PYCR1"	chr17	-	79890259	79891252	79890259	79890839	79891182	79891252	3957	688,356	10,19	671,541	8,7	197	99	0.0148615259173	0.653971868528	0.972,0.904	0.977,0.975	-0.038
1985	"ENSG00000056736.5"	"IL17RB"	chr3	+	53891642	53892845	53891642	53891717	53892745	53892845	1985	153,43	90,58	107,87	49,34	197	99	0.0154956741333	0.665081935323	0.461,0.271	0.523,0.563	-0.177
5022	"ENSG00000186141.4"	"POLR3C"	chr1	-	145608403	145608659	145608403	145608507	145608620	145608659	5022	29,72	3,2	31,26	7,5	197	99	0.015299230869	0.665081935323	0.829,0.948	0.69,0.723	0.182
5189	"ENSG00000167526.9"	"RPL13"	chr16	+	89627985	89628159	89627985	89628006	89628147	89628159	5189	11655,6629	154,67	8848,8003	151,128	197	99	0.0158255393841	0.665081935323	0.974,0.98	0.967,0.969	0.009
5894	"ENSG00000229117.4"	"RPL41"	chr12	+	56510564	56510995	56510564	56510647	56510972	56510995	5894	110,107	293,136	106,85	303,271	197	99	0.0157029018546	0.665081935323	0.159,0.283	0.15,0.136	0.078
900	"ENSG00000012171.13"	"SEMA3B"	chr3	+	50311343	50312013	50311343	50311488	50311793	50312013	900	77,78	220,301	64,49	336,237	197	99	0.0157486632989	0.665081935323	0.15,0.115	0.087,0.094	0.042
3306	"ENSG00000172053.10"	"QARS"	chr3	-	49137193	49137524	49137193	49137286	49137393	49137524	3306	26,12	511,634	12,7	674,574	197	99	0.0160394427981	0.668310116587	0.025,0.009	0.009,0.006	0.01
312	"ENSG00000148719.10"	"DNAJB12"	chr10	-	74092587	74095689	74092587	74094375	74095537	74095689	312	19,36	15,16	14,9	19,16	197	99	0.0162668078998	0.67017565707	0.389,0.531	0.27,0.22	0.215
6312	"ENSG00000189171.9"	"S100A13"	chr1	-	153598795	153600074	153598795	153599009	153599958	153600074	6312	0,0	181,77	5,4	114,92	197	99	0.016359159629	0.67017565707	0.0,0.0	0.022,0.021	-0.021
3122	"ENSG00000141458.8"	"NPC1"	chr18	-	21113318	21114523	21113318	21113481	21114472	21114523	3122	13,80	0,9	80,80	1,1	197	99	0.0188467893241	0.759323123595	1.0,0.817	0.976,0.976	-0.068
5343	"ENSG00000214078.7"	"CPNE1"	chr20	-	34220084	34220307	34220084	34220156	34220232	34220307	5343	21,19	287,423	14,9	425,375	174	99	0.0188292108804	0.759323123595	0.04,0.025	0.018,0.013	0.017
