ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1264	"ENSG00000100023.13"	"PPIL2"	chr22	+	22029352	22029404	22035587	22035679	22026618	22026670	22036725	22036815	1264	46,70	83,97	4,5	22,27	150	190	0.00130373786526	0.0878426645338	0.412,0.478	0.187,0.19	0.256
4126	"ENSG00000116288.8"	"PARK7"	chr1	+	8022822	8022935	8025383	8025485	8021807	8021853	8029404	8029464	4126	101,165	588,668	23,22	58,51	197	197	0.00130011361311	0.0878426645338	0.147,0.198	0.284,0.301	-0.12
5378	"ENSG00000132635.12"	"PCED1A"	chr20	-	2816684	2816756	2818877	2818998	2815959	2816355	2819241	2819392	5378	21,10	34,37	3,4	35,44	197	170	0.0013690419389	0.0913109487127	0.348,0.189	0.069,0.073	0.197
1045	"ENSG00000114107.4"	"CEP70"	chr3	-	138289159	138289340	138289875	138289999	138256019	138256189	138290107	138290198	1045	53,71	42,42	12,12	19,25	197	197	0.00140264281792	0.0926165052673	0.558,0.628	0.387,0.324	0.237
1739	"ENSG00000112078.9"	"KCTD20"	chr6	+	36442591	36442839	36447367	36447488	36437828	36438034	36449338	36449536	1739	0,0	124,140	1,1	16,11	197	197	0.00154923873199	0.101283399479	0.0,0.0	0.059,0.083	-0.071
1339	"ENSG00000008294.16"	"SPAG9"	chr17	-	49073925	49074055	49075804	49075978	49072804	49072894	49077021	49077078	1339	103,107	98,151	35,46	21,22	197	197	0.00158162256908	0.102386802193	0.512,0.415	0.625,0.676	-0.187
5812	"ENSG00000234741.3"	"GAS5"	chr1	-	173833812	173833842	173834366	173834420	173833394	173833442	173834608	173834685	5812	121,24	23,5	86,84	5,4	152	128	0.00159841036849	0.102468967603	0.816,0.802	0.935,0.946	-0.132
3002	"ENSG00000145192.8"	"AHSG"	chr3	+	186336079	186336280	186336285	186336426	186334975	186335139	186337645	186337729	3002	233,0	7177,595	173,158	10590,8875	197	197	0.00173086255697	0.109893129458	0.031,0.0	0.016,0.017	-0.001
2262	"ENSG00000170035.11"	"UBE2E3"	chr2	+	181922419	181922552	181925391	181925539	181848769	181848820	181927517	181927756	2262	57,90	295,298	25,23	192,183	197	197	0.00185439292008	0.116614823346	0.162,0.232	0.115,0.112	0.084
7306	"ENSG00000141084.6"	"RANBP10"	chr16	-	67771915	67771938	67778190	67778358	67768760	67768945	67805936	67805989	7306	20,3	61,53	13,13	23,19	197	121	0.00190157794528	0.118453954459	0.168,0.034	0.258,0.296	-0.176
6894	"ENSG00000122203.10"	"KIAA1191"	chr5	-	175777615	175777740	175782573	175782752	175775252	175775359	175786813	175786921	6894	1,25	16,173	3,5	82,137	197	197	0.00209936462921	0.129552379875	0.059,0.126	0.035,0.035	0.057
2389	"ENSG00000204256.8"	"BRD2"	chr6	+	32942238	32942542	32942797	32942889	32939371	32940704	32943160	32943298	2389	314,415	31,73	56,52	16,16	197	190	0.00213439514167	0.130494547412	0.907,0.846	0.771,0.758	0.112
3695	"ENSG00000168118.7"	"RAB4A"	chr1	+	229422232	229422313	229424475	229424590	229406878	229407117	229431594	229431657	3695	104,27	205,32	39,37	133,132	179	197	0.00220200875706	0.133393246081	0.358,0.481	0.244,0.236	0.179
3959	"ENSG00000269307.1"	"CTD-2278I10.6"	chr19	+	17382405	17382464	17384712	17384833	17379602	17379900	17387303	17387433	3959	104,115	16,19	139,122	9,6	157	197	0.00244261144134	0.139510478875	0.891,0.884	0.951,0.962	-0.069
5239	"ENSG00000119383.15"	"PPP2R4"	chr9	+	131882791	131882889	131891263	131891389	131873687	131873910	131893800	131893918	5239	78,83	172,222	35,40	49,49	196	197	0.00239281995825	0.139510478875	0.313,0.273	0.418,0.451	-0.141
