ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
10006	"ENSG00000123965.12"	"PMS2P5"	chr7	+	74312515	74312628	74312525	74312628	74312262	74312349	10006	3,2	1,3	2,1	2,2	108	99	0.710451503511	1.0	0.733,0.379	0.478,0.314	0.16
10007	"ENSG00000101187.11"	"SLCO4A1"	chr20	+	61297731	61297927	61297798	61297927	61296285	61296440	10007	7,20	0,1	13,14	0,0	165	99	1	1.0	1.0,0.923	1.0,1.0	-0.038
10008	"ENSG00000166311.5"	"SMPD1"	chr11	+	6415407	6416008	6415427	6416008	6415125	6415271	10008	0,1	84,61	1,0	42,21	118	99	0.359489808815	1.0	0.0,0.014	0.02,0.0	-0.003
10009	"ENSG00000156170.8"	"NDUFAF6"	chr8	+	95988044	95988211	95988084	95988211	95987545	95987643	10009	3,4	2,3	4,2	1,1	138	99	0.596727543438	1.0	0.518,0.489	0.742,0.589	-0.162
10010	"ENSG00000156170.8"	"NDUFAF6"	chr8	+	96048529	96048722	96048598	96048722	96047681	96047804	10010	5,1	4,0	2,2	2,2	167	99	0.586581594825	1.0	0.426,1.0	0.372,0.372	0.341
10011	"ENSG00000156170.8"	"NDUFAF6"	chr8	+	96059196	96059259	96059221	96059259	96057772	96057875	10011	1,0	29,40	0,0	7,9	123	99	1	1.0	0.027,0.0	0.0,0.0	0.013
10012	"ENSG00000121680.11"	"PEX16"	chr11	-	45937253	45937387	45937253	45937372	45937777	45937854	10012	29,59	3,0	1,2	0,0	113	99	1	1.0	0.894,1.0	1.0,1.0	-0.053
10013	"ENSG00000121680.11"	"PEX16"	chr11	-	45936154	45936290	45936154	45936235	45937018	45937119	10013	1,2	22,48	0,0	14,12	153	99	0.349811545136	1.0	0.029,0.026	0.0,0.0	0.028
10016	"ENSG00000116001.11"	"TIA1"	chr2	-	70452459	70452700	70452459	70452525	70454866	70454954	10016	66,39	5,7	63,54	10,8	197	99	0.57665372884	1.0	0.869,0.737	0.76,0.772	0.037
10018	"ENSG00000116001.11"	"TIA1"	chr2	-	70441480	70441626	70441480	70441623	70442502	70442626	10018	128,134	22,22	129,111	29,23	101	99	0.308519596036	1.0	0.851,0.857	0.813,0.825	0.035
10019	"ENSG00000116001.11"	"TIA1"	chr2	-	70454866	70454954	70454866	70454923	70456190	70456223	10019	62,96	1,2	55,55	1,1	129	99	0.955018172334	1.0	0.979,0.974	0.977,0.977	-0.001
1001	"ENSG00000140650.7"	"PMM2"	chr16	+	8906847	8906963	8906860	8906963	8905494	8905570	1001	259,366	0,2	8,5	0,0	111	99	1	1.0	1.0,0.994	1.0,1.0	-0.003
10021	"ENSG00000187164.13"	"KIAA1598"	chr10	-	118645884	118646077	118645884	118646024	118661275	118661468	10021	137,157	0,2	23,20	0,0	151	99	0.522786380497	1.0	1.0,0.981	1.0,1.0	-0.01
10022	"ENSG00000187164.13"	"KIAA1598"	chr10	-	118704434	118704529	118704434	118704517	118708426	118708508	10022	110,118	2,0	12,11	0,0	110	99	1	1.0	0.98,1.0	1.0,1.0	-0.01
10023	"ENSG00000011052.17"	"NME2"	chr17	+	49247297	49247410	49247306	49247410	49245602	49245704	10023	1655,2078	1,0	758,851	0,0	107	99	1	1.0	0.999,1.0	1.0,1.0	-0.0
10024	"ENSG00000011052.17"	"NME2"	chr17	+	49248847	49249103	49248865	49249103	49247306	49247410	10024	7,927	0,1	295,384	0,0	116	99	1	1.0	1.0,0.999	1.0,1.0	-0.0
10026	"ENSG00000138246.11"	"DNAJC13"	chr3	+	132184794	132184914	132184838	132184914	132182539	132182661	10026	0,2	14,25	2,1	14,12	142	99	0.410785892915	1.0	0.0,0.053	0.091,0.055	-0.046
10027	"ENSG00000138246.11"	"DNAJC13"	chr3	+	132196824	132196984	132196923	132196984	132196632	132196736	10027	0,28	1,2	7,9	0,0	197	99	0.0871608942347	1.0	0.0,0.876	1.0,1.0	-0.562
10028	"ENSG00000138246.11"	"DNAJC13"	chr3	+	132179893	132180049	132179967	132180049	132179093	132179201	10028	19,22	0,2	4,7	0,0	172	99	1	1.0	1.0,0.864	1.0,1.0	-0.068
10030	"ENSG00000110717.6"	"NDUFS8"	chr11	+	67800389	67800479	67800406	67800479	67799752	67799990	10030	7,5	0,1	0,1	0,0	115	99	1	1.0	1.0,0.811	NA,1.0	-0.095
10031	"ENSG00000164896.15"	"FASTK"	chr7	-	150775648	150775788	150775648	150775786	150776009	150776108	10031	47,36	1,5	40,23	1,1	100	99	0.68649421077	1.0	0.979,0.877	0.975,0.958	-0.038
10032	"ENSG00000164896.15"	"FASTK"	chr7	-	150774707	150774912	150774707	150774867	150774965	150775179	10032	2,4	57,78	0,0	3,2	143	99	1	1.0	0.024,0.034	0.0,0.0	0.029
10033	"ENSG00000267060.1"	"PTGES3L"	chr17	-	41123623	41123800	41123623	41123713	41131186	41131285	10033	0,4	2,13	0,1	4,5	185	99	0.723379476598	1.0	0.0,0.141	0.0,0.097	0.022
10034	"ENSG00000114626.13"	"ABTB1"	chr3	+	127393187	127393261	127393233	127393261	127391800	127391924	10034	0,0	19,6	1,1	10,9	144	99	0.449036583774	1.0	0.0,0.0	0.064,0.071	-0.068
10036	"ENSG00000084693.11"	"AGBL5"	chr2	+	27275780	27276041	27275875	27276041	27274548	27274661	10036	2,17	3,0	13,18	0,0	193	99	1	1.0	0.255,1.0	1.0,1.0	-0.373
10037	"ENSG00000160695.10"	"VPS11"	chr11	+	118940139	118940287	118940151	118940287	118939908	118940054	10037	0,2	11,23	1,0	18,13	110	99	0.855417388719	1.0	0.0,0.073	0.048,0.0	0.012
10038	"ENSG00000197008.5"	"ZNF138"	chr7	+	64275949	64276031	64275953	64276031	64275295	64275422	10038	4,2	1,3	2,1	2,1	102	99	0.69589206152	1.0	0.795,0.393	0.493,0.493	0.101
10041	"ENSG00000111786.4"	"SRSF9"	chr12	-	120901752	120901925	120901752	120901910	120903429	120903590	10041	453,850	8,5	415,376	2,2	113	99	0.446424345462	1.0	0.98,0.993	0.995,0.994	-0.008
10042	"ENSG00000111786.4"	"SRSF9"	chr12	-	120901752	120901957	120901752	120901925	120903429	120903590	10042	4,5	304,547	1,2	138,228	130	99	1	1.0	0.01,0.007	0.005,0.007	0.003
10043	"ENSG00000111786.4"	"SRSF9"	chr12	-	120901752	120901957	120901752	120901910	120903429	120903590	10043	297,510	5,4	124,214	2,1	145	99	0.806164172558	1.0	0.976,0.989	0.977,0.993	-0.003
10044	"ENSG00000143412.5"	"ANXA9"	chr1	+	150954942	150955059	150954962	150955059	150954492	150954855	10044	0,1	127,169	0,0	17,19	118	99	0.401058407899	1.0	0.0,0.005	0.0,0.0	0.003
10046	"ENSG00000143412.5"	"ANXA9"	chr1	+	150956358	150956545	150956450	150956545	150955813	150955910	10046	3,3	16,67	1,1	32,20	190	99	0.720556200368	1.0	0.089,0.023	0.016,0.025	0.035
10047	"ENSG00000143412.5"	"ANXA9"	chr1	+	150960566	150960662	150960577	150960662	150960356	150960432	10047	3,38	0,1	13,10	0,0	109	99	1	1.0	1.0,0.972	1.0,1.0	-0.014
10049	"ENSG00000143412.5"	"ANXA9"	chr1	+	150960347	150960432	150960356	150960432	150959077	150959137	10049	0,26	2,0	7,9	0,0	107	99	0.0947080227495	1.0	0.0,1.0	1.0,1.0	-0.5
1004	"ENSG00000140650.7"	"PMM2"	chr16	+	8905494	8905570	8905498	8905570	8904935	8905035	1004	116,174	2,0	104,87	1,1	102	99	0.604573422074	1.0	0.983,1.0	0.99,0.988	0.003
10050	"ENSG00000054965.6"	"FAM168A"	chr11	-	73118557	73118724	73118557	73118688	73120531	73120706	10050	0,0	21,17	0,1	23,19	134	99	0.831589421439	1.0	0.0,0.0	0.0,0.037	-0.018
10054	"ENSG00000204574.8"	"ABCF1"	chr6	+	30545849	30545979	30545852	30545979	30545594	30545690	10054	51,114	69,81	81,60	71,50	101	99	0.667325511843	1.0	0.42,0.58	0.528,0.54	-0.034
10056	"ENSG00000204574.8"	"ABCF1"	chr6	+	30551581	30551667	30551585	30551667	30551384	30551471	10056	1,1	0,1	1,1	0,0	102	99	1	1.0	1.0,0.493	1.0,1.0	-0.254
1005	"ENSG00000184056.10"	"VPS33B"	chr15	-	91548284	91548511	91548284	91548349	91548609	91548684	1005	5,5	9,18	2,2	19,15	197	99	0.112492660326	1.0	0.218,0.122	0.05,0.063	0.113
10063	"ENSG00000149476.10"	"DAK"	chr11	+	61109894	61110130	61109932	61110130	61109146	61109384	10063	0,1	10,84	0,0	74,80	136	99	0.470438901484	1.0	0.0,0.009	0.0,0.0	0.004
10064	"ENSG00000149476.10"	"DAK"	chr11	+	61109852	61109967	61109894	61109967	61109146	61109384	10064	0,2	0,1	1,1	0,0	140	99	1	1.0	NA,0.586	1.0,1.0	-0.414
10065	"ENSG00000184009.5"	"ACTG1"	chr17	-	79478952	79479168	79478952	79479075	79479257	79479386	10065	4048,5111	0,1	2952,3651	0,0	191	99	1	1.0	1.0,1.0	1.0,1.0	0.0
10066	"ENSG00000184009.5"	"ACTG1"	chr17	-	79478928	79479141	79478928	79479075	79479257	79479386	10066	1933,2430	0,1	1382,1610	0,0	164	99	1	1.0	1.0,0.999	1.0,1.0	-0.0
10067	"ENSG00000184009.5"	"ACTG1"	chr17	-	79478928	79479168	79478928	79479141	79479257	79479386	10067	5832,4236	150,139	3901,2443	128,87	125	99	0.234674437713	1.0	0.969,0.96	0.96,0.957	0.006
10068	"ENSG00000184009.5"	"ACTG1"	chr17	-	79478213	79478829	79478213	79478652	79478928	79479168	10068	61,27	2131,2252	30,16	1513,1093	197	99	0.500820264452	1.0	0.014,0.006	0.01,0.007	0.001
10074	"ENSG00000196418.8"	"ZNF124"	chr1	-	247322988	247323169	247322988	247323115	247335149	247335307	10074	1,9	5,27	3,2	9,9	152	99	0.932810311661	1.0	0.115,0.178	0.178,0.126	-0.006
10076	"ENSG00000110906.8"	"KCTD10"	chr12	-	109895796	109895989	109895796	109895883	109898440	109898610	10076	19,33	52,76	17,12	44,39	197	99	0.670231266573	1.0	0.155,0.179	0.163,0.134	0.018
10077	"ENSG00000110906.8"	"KCTD10"	chr12	-	109895796	109895886	109895796	109895883	109898440	109898610	10077	16,25	52,76	13,10	44,39	101	99	0.706707300626	1.0	0.232,0.244	0.225,0.201	0.025
10079	"ENSG00000110906.8"	"KCTD10"	chr12	-	109895796	109895989	109895796	109895886	109898440	109898610	10079	2,9	16,25	5,3	13,9	197	99	0.487285685814	1.0	0.059,0.153	0.162,0.143	-0.046
10082	"ENSG00000110906.8"	"KCTD10"	chr12	-	109893922	109894118	109893922	109894049	109895434	109895487	10082	71,69	2,0	33,33	0,0	167	99	0.460212617143	1.0	0.955,1.0	1.0,1.0	-0.022
10087	"ENSG00000100979.10"	"PLTP"	chr20	-	44528100	44528203	44528100	44528177	44528260	44528324	10087	0,1	48,55	0,0	3,2	124	99	1	1.0	0.0,0.014	0.0,0.0	0.007
10088	"ENSG00000100979.10"	"PLTP"	chr20	-	44531078	44531243	44531078	44531213	44533438	44533498	10088	60,68	2,0	10,14	0,0	128	99	1	1.0	0.959,1.0	1.0,1.0	-0.02
10090	"ENSG00000100979.10"	"PLTP"	chr20	-	44536479	44536543	44536479	44536539	44538154	44538310	10090	67,117	2,0	3,2	0,0	102	99	1	1.0	0.97,1.0	1.0,1.0	-0.015
10091	"ENSG00000100979.10"	"PLTP"	chr20	-	44539790	44539890	44539790	44539882	44539991	44540686	10091	43,59	0,2	6,4	0,0	106	99	1	1.0	1.0,0.965	1.0,1.0	-0.018
10092	"ENSG00000111752.6"	"PHC1"	chr12	+	9075228	9075384	9075252	9075384	9074196	9074346	10092	19,22	1,3	18,16	1,1	122	99	0.911468170682	1.0	0.939,0.856	0.936,0.928	-0.035
10095	"ENSG00000153107.7"	"ANAPC1"	chr2	-	112582707	112582765	112582707	112582744	112583353	112583432	10095	1,0	72,140	1,1	98,98	119	99	0.701647149997	1.0	0.011,0.0	0.008,0.008	-0.003
10096	"ENSG00000153107.7"	"ANAPC1"	chr2	-	112578815	112579030	112578815	112579005	112579998	112580177	10096	35,70	1,2	36,32	1,0	123	99	0.658203983089	1.0	0.966,0.966	0.967,1.0	-0.018
10097	"ENSG00000153107.7"	"ANAPC1"	chr2	-	112578815	112579042	112578815	112579030	112579998	112580177	10097	1,1	20,59	1,0	31,26	110	99	0.739783297228	1.0	0.043,0.015	0.028,0.0	0.015
10099	"ENSG00000153107.7"	"ANAPC1"	chr2	-	112578815	112579042	112578815	112579005	112579998	112580177	10099	31,69	1,2	36,33	1,1	135	99	0.93410193509	1.0	0.958,0.962	0.964,0.96	-0.002
100	"ENSG00000166851.10"	"PLK1"	chr16	+	23695190	23695269	23695223	23695269	23693384	23693478	100	164,730	0,1	298,335	1,0	131	99	1	1.0	1.0,0.998	0.996,1.0	0.001
10100	"ENSG00000153107.7"	"ANAPC1"	chr2	-	112578815	112579017	112578815	112579005	112579998	112580177	10100	2,7	1,2	3,3	0,0	110	99	1	1.0	0.643,0.759	1.0,1.0	-0.299
10102	"ENSG00000153107.7"	"ANAPC1"	chr2	-	112536251	112536347	112536251	112536316	112537875	112537962	10102	2,35	0,1	9,11	0,0	129	99	1	1.0	1.0,0.964	1.0,1.0	-0.018
10103	"ENSG00000153107.7"	"ANAPC1"	chr2	-	112638231	112638470	112638231	112638426	112641518	112642267	10103	2,4	20,11	0,0	3,4	142	99	1	1.0	0.065,0.202	0.0,0.0	0.134
10107	"ENSG00000132613.10"	"MTSS1L"	chr16	-	70699368	70699443	70699368	70699440	70700242	70700299	10107	112,160	1,0	22,24	0,0	101	99	0.435070976414	1.0	0.991,1.0	1.0,1.0	-0.004
10108	"ENSG00000132613.10"	"MTSS1L"	chr16	-	70713012	70713226	70713012	70713151	70713532	70713607	10108	26,33	8,1	21,12	11,6	173	99	0.0367017044995	1.0	0.65,0.95	0.522,0.534	0.272
10109	"ENSG00000174791.6"	"RIN1"	chr11	-	66101389	66101695	66101389	66101509	66101984	66102722	10109	5,2	2,0	1,1	0,0	197	99	1	1.0	0.557,1.0	1.0,1.0	-0.222
10113	"ENSG00000068097.10"	"HEATR6"	chr17	-	58125624	58125749	58125624	58125730	58126940	58127063	10113	31,40	1,1	19,17	0,0	117	99	0.420014131382	1.0	0.963,0.971	1.0,1.0	-0.033
10115	"ENSG00000073417.10"	"PDE8A"	chr15	+	85669362	85669605	85669437	85669605	85666267	85666424	10115	1,0	0,42	0,0	17,24	173	99	0.644698973156	1.0	1.0,0.0	0.0,0.0	0.5
10117	"ENSG00000073417.10"	"PDE8A"	chr15	+	85666267	85666424	85666291	85666424	85663421	85664245	10117	1,0	18,65	0,0	28,32	122	99	0.557189061503	1.0	0.043,0.0	0.0,0.0	0.021
1011	"ENSG00000196208.9"	"GREB1"	chr2	+	11750813	11750868	11750862	11750868	11742531	11742668	1011	33,22	2,2	31,24	2,1	147	99	0.794806750511	1.0	0.917,0.881	0.913,0.942	-0.028
10120	"ENSG00000214160.5"	"ALG3"	chr3	-	183961578	183961784	183961578	183961669	183962388	183962509	10120	262,202	0,2	105,118	0,0	197	99	0.817619512538	1.0	1.0,0.981	1.0,1.0	-0.01
10123	"ENSG00000142945.8"	"KIF2C"	chr1	+	45221746	45221909	45221786	45221909	45221600	45221655	10123	12,45	1,0	11,16	0,0	138	99	1	1.0	0.896,1.0	1.0,1.0	-0.052
10124	"ENSG00000142945.8"	"KIF2C"	chr1	+	45215980	45216236	45216113	45216236	45213323	45213372	10124	0,1	3,68	0,0	24,28	197	99	0.787414819987	1.0	0.0,0.007	0.0,0.0	0.004
1012	"ENSG00000196208.9"	"GREB1"	chr2	+	11775395	11775531	11775415	11775531	11774256	11774475	1012	2,19	0,2	17,20	0,0	118	99	0.177533246297	1.0	1.0,0.889	1.0,1.0	-0.055
10131	"ENSG00000152409.8"	"JMY"	chr5	+	78595975	78596141	78595981	78596141	78586952	78587122	10131	11,12	0,1	1,1	0,0	104	99	1	1.0	1.0,0.92	1.0,1.0	-0.04
10133	"ENSG00000108963.13"	"DPH1"	chr17	+	1942948	1943081	1943048	1943081	1940128	1940250	10133	0,1	38,54	0,0	2,1	197	99	1	1.0	0.0,0.009	0.0,0.0	0.004
10135	"ENSG00000110844.9"	"PRPF40B"	chr12	+	50036709	50036799	50036712	50036799	50036362	50036458	10135	9,10	12,6	5,3	10,6	101	99	0.228974459217	1.0	0.424,0.62	0.329,0.329	0.193
10136	"ENSG00000110844.9"	"PRPF40B"	chr12	+	50028320	50028385	50028350	50028385	50028114	50028238	10136	17,17	2,0	3,5	0,0	128	99	1	1.0	0.868,1.0	1.0,1.0	-0.066
1013	"ENSG00000196208.9"	"GREB1"	chr2	+	11740925	11741121	11740955	11741121	11738805	11738986	1013	46,30	0,2	36,30	1,1	128	99	0.877970349293	1.0	1.0,0.921	0.965,0.959	-0.001
10142	"ENSG00000165280.11"	"VCP"	chr9	-	35068247	35068359	35068247	35068351	35071753	35072011	10142	184,257	0,1	9,10	0,0	106	99	1	1.0	1.0,0.996	1.0,1.0	-0.002
10143	"ENSG00000165280.11"	"VCP"	chr9	-	35061999	35062152	35061999	35062135	35062213	35062347	10143	6,8	530,865	4,2	432,366	115	99	1	1.0	0.01,0.008	0.008,0.005	0.003
10144	"ENSG00000165280.11"	"VCP"	chr9	-	35066671	35066897	35066671	35066814	35067887	35068060	10144	1,0	235,506	0,0	156,179	181	99	1	1.0	0.002,0.0	0.0,0.0	0.001
10147	"ENSG00000140319.6"	"SRP14"	chr15	-	40329509	40329556	40329509	40329549	40330482	40330595	10147	14,4	2,3	6,5	1,1	105	99	0.614427172509	1.0	0.868,0.557	0.85,0.825	-0.125
1014	"ENSG00000196208.9"	"GREB1"	chr2	+	11740925	11741121	11741061	11741121	11738805	11738986	1014	12,40	0,4	35,28	1,1	197	99	0.523689155075	1.0	1.0,0.834	0.946,0.934	-0.023
10155	"ENSG00000061656.5"	"SPAG4"	chr20	+	34206307	34206397	34206371	34206397	34206008	34206052	10155	0,0	10,1	1,1	18,16	162	99	1	1.0	0.0,0.0	0.033,0.037	-0.035
10157	"ENSG00000061656.5"	"SPAG4"	chr20	+	34208768	34208971	34208797	34208971	34208578	34208695	10157	0,0	43,0	1,1	77,78	127	99	1	1.0	0.0,NA	0.01,0.01	-0.01
10165	"ENSG00000001630.11"	"CYP51A1"	chr7	-	91743007	91743157	91743007	91743110	91746357	91746762	10165	446,567	0,4	50,35	0,0	145	99	1	1.0	1.0,0.99	1.0,1.0	-0.005
10166	"ENSG00000140694.12"	"PARN"	chr16	-	14720962	14721044	14720962	14720993	14721125	14721193	10166	72,117	0,1	44,45	0,0	149	99	0.808542263212	1.0	1.0,0.987	1.0,1.0	-0.006
10167	"ENSG00000138448.7"	"ITGAV"	chr2	+	187500808	187500934	187500813	187500934	187498055	187498101	10167	124,189	1,0	1,1	0,0	103	99	1	1.0	0.992,1.0	1.0,1.0	-0.004
10168	"ENSG00000138448.7"	"ITGAV"	chr2	+	187514566	187514612	187514578	187514612	187511412	187511604	10168	207,287	1,0	53,51	0,0	110	99	1	1.0	0.995,1.0	1.0,1.0	-0.002
10169	"ENSG00000138448.7"	"ITGAV"	chr2	+	187532375	187532503	187532397	187532503	187531876	187531957	10169	8,0	161,380	2,1	145,97	120	99	0.630661986456	1.0	0.039,0.0	0.011,0.008	0.01
1016	"ENSG00000196208.9"	"GREB1"	chr2	+	11736236	11736365	11736274	11736365	11735376	11735505	1016	2,44	9,6	37,43	0,0	136	99	0.00468479080307	1.0	0.139,0.842	1.0,1.0	-0.51
10170	"ENSG00000138448.7"	"ITGAV"	chr2	+	187511412	187511604	187511445	187511604	187506112	187506315	10170	202,287	0,1	10,11	0,0	131	99	1	1.0	1.0,0.995	1.0,1.0	-0.002
10171	"ENSG00000138448.7"	"ITGAV"	chr2	+	187520973	187521128	187521046	187521128	187519376	187519435	10171	208,273	1,0	81,68	0,0	171	99	1	1.0	0.992,1.0	1.0,1.0	-0.004
10172	"ENSG00000138448.7"	"ITGAV"	chr2	+	187531430	187531510	187531437	187531510	187529852	187529945	10172	172,251	1,0	6,4	0,0	105	99	1	1.0	0.994,1.0	1.0,1.0	-0.003
10173	"ENSG00000007255.6"	"TRAPPC6A"	chr19	-	45667421	45667542	45667421	45667505	45668110	45668228	10173	0,0	25,7	1,1	40,32	135	99	0.458292772709	1.0	0.0,0.0	0.018,0.022	-0.02
